pincode,city,state,global_cargo_region,is_oda,deliverable,safexpress_is_oda,bluedart_region
332703,Ramgarh-RJ,Rajasthan,,0,1,,
637207,Namakkal,Tamil Nadu,,0,1,,
752112,Pipili,Orissa,,0,1,,
410102,Karjat,Maharashtra,,0,1,0,
680561,Thrissur,Kerala,,0,1,,
613406,Thanjavur,Tamil Nadu,,0,1,,
676561,Tirur,Kerala,,1,1,,
385575,Tharad,Gujarat,,0,1,,
600035,Chennai,Tamil Nadu,,0,1,0,
852122,Murliganj,Bihar,,1,1,,
752120,Nimapara,Orissa,,1,1,,
313014,Udaipur,Rajasthan,,0,1,0,
415720,Dapoli,Maharashtra,,0,1,,
221709,Mau,Uttar Pradesh,,0,1,,
307802,Sirohi,Rajasthan,,0,1,,
627005,Tirunelveli,Tamil Nadu,,0,1,,
712612,Kamarpukur,West Bengal,,1,1,,
224230,Tanda,Uttar Pradesh,,1,1,,
131002,Sonipat,Haryana,,0,1,0,
689582,Tiruvalla,Kerala,,0,1,,
517192,Pileru,Andhra Pradesh,,1,1,,
761110,Asika,Orissa,,1,1,,
636908,Salem,Tamil Nadu,,,0,0,
454435,Sardarpur,Madhya Pradesh,,0,1,,
632404,Ranipet,Tamil Nadu,,1,1,,
193224,,,,0,1,,
621652,Thirukkattupalli,Tamil Nadu,,1,1,,
574210,Puttur,Karnataka,,0,1,,
641114,Coimbatore,Tamil Nadu,,0,1,0,
795130,Imphal,Manipur,,0,1,,
691021,Kollam,Kerala,,0,1,0,
175129,Patlikuhal,Himachal Pradesh,,1,1,,
444805,Paratwada,Maharashtra,,1,1,,
614101,Thiruvarur,Tamil Nadu,,1,1,,
396330,Kadi,Gujarat,,1,1,0,
581328,Karwar,Karnataka,,1,1,,
605004,Pondicherry,Pondicherry,,0,1,0,
263636,Almora,Uttarakhand,,0,1,,
822117,Japla,Jharkhand,,1,1,,
143413,Amritsar,Punjab,,0,1,,
201006,Ghaziabad,Uttar Pradesh,,0,1,0,
622408,Ponnamaravathi,Tamil Nadu,,0,1,,
678555,Palakkad,Kerala,,0,1,,
455048,Indore,Madhya Pradesh,,1,1,,
285121,Jalaun,Uttar Pradesh,,1,1,,
401702,Dahanu,Maharashtra,,0,1,,
332039,Sikar,Rajasthan,,1,1,0,
700052,Kolkata,West Bengal,,0,1,0,
562128,Ramanagara,Karnataka,,1,1,,
755018,SUKINDA,Orissa,,0,1,,
143506,Batala,Punjab,,0,1,,
614012,Coimbatore,Tamil Nadu,,1,1,,
680004,Thrissur,Kerala,,0,1,0,
788030,Udarbond,Assam,,1,1,,
570020,Mysore,Karnataka,,0,1,0,
802311,Arrah,Bihar,,0,1,,
212635,Ambuj Nagar,Uttar Pradesh,,1,1,,
522614,Piduguralla,Andhra Pradesh,,1,1,,
690527,Tiruvalla,Kerala,,1,1,,
627117,Vallioor,Tamil Nadu,,1,1,,
444005,Akola,Maharashtra,,1,1,,
752046,Pipili,Orissa,,0,1,,
835220,Gumla,Jharkhand,,0,1,,
364001,Bhavnagar,Gujarat,,0,1,0,
583154,Siruguppa,Karnataka,,0,1,0,
742224,Dhulian,West Bengal,,1,1,,
229315,Lalganj,Uttar Pradesh,,0,1,0,
410062,Kolhapur,Maharashtra,,1,1,,
174021,Bilaspur-HP,Himachal Pradesh,,0,1,,
742403,Katwa,West Bengal,,0,1,,
192303,Pulwama,Jammu & Kashmir,,0,1,,
782486,Kampur Town,Assam,,0,1,,
734014,Siliguri,West Bengal,,0,1,0,
629157,Marthandam,Tamil Nadu,,0,1,,
523181,Addanki,Andhra Pradesh,,1,1,,
753025,Cuttack,Orissa,,0,1,,
829115,Phusro,Jharkhand,,,0,0,
454335,Kukshi,Madhya Pradesh,,1,1,,
614705,Pattukkottai,Tamil Nadu,,1,1,,
847424,Jhanjharpur,Bihar,,0,1,,
396126,Vapi,Gujarat,,0,1,0,
517128,Chittoor,Andhra Pradesh,,0,1,,
581127,Hangal,Karnataka,,,0,0,
643002,Ooty,Tamil Nadu,,0,1,,
731127,Rampurhat,West Bengal,,1,1,,
635305,Harur,Tamil Nadu,,1,1,,
621129,Perambalur,Tamil Nadu,,1,1,0,
396015,Valsad,Gujarat,,1,1,,
484776,Beohari,Madhya Pradesh,,0,1,,
689547,Tiruvalla,Kerala,,0,1,,
572139,Sira,Karnataka,,1,1,,
523274,Ongole,Andhra Pradesh,,0,1,,
249205,Rishikesh,Uttarakhand,,1,1,,
203202,Sikandrabad,Uttar Pradesh,,0,1,0,
502285,Hyderabad,Telangana,,1,1,,
828107,Dhanbad,Jharkhand,,0,1,,
271313,Itava,Uttar Pradesh,,1,1,,
629401,Nagercoil,Tamil Nadu,,0,1,,
676302,Tirur,Kerala,,1,1,,
785631,Jorhat,Assam,,1,1,,
206246,Rasulabad,Uttar Pradesh,,1,1,,
586106,Bijapur,Karnataka,,0,1,,
600012,Chennai,Tamil Nadu,,0,1,0,
508117,Bhuvanagiri,Telangana,,0,1,,
676108,Tirur,Kerala,,1,1,,
535502,Parvathipuram,Andhra Pradesh,,1,1,,
741224,Kalyani,West Bengal,,0,1,,
585367,Aland,Karnataka,,1,1,,
484551,Pali Birsinghpur,Madhya Pradesh,,1,1,,
402108,Pen,Maharashtra,,1,1,,
274401,Kushinagar,Uttar Pradesh,,0,1,,
274409,Sewarhi,Uttar Pradesh,,1,1,,
845519,Motihari,Bihar,,,0,,
403404,Goa,Goa,,0,1,,
625115,Madurai,Tamil Nadu,,0,1,0,
847427,Benipur,Bihar,,0,1,,
577421,Siddapur,Karnataka,,0,1,,
273004,Gorakhpur,Uttar Pradesh,,0,1,0,
227005,Lucknow,Uttar Pradesh,,0,1,0,
263651,Ranikhet,Uttarakhand,,1,1,,
402112,Mangaon,Maharashtra,,0,1,,
764084,Kotapad,Orissa,,,0,,
641022,Coimbatore,Tamil Nadu,,0,1,0,
481051,Malanjkhand,Madhya Pradesh,,0,1,,
221314,Bhadohi,Uttar Pradesh,,1,1,,
624624,Oddanchatram,Tamil Nadu,,1,1,,
767060,Kantabanji,Orissa,,1,1,,
229504,Unnao,Uttar Pradesh,,0,1,,
360070,Gondal,Gujarat,,0,1,0,
788009,Silchar,Assam,,0,1,,
209505,Aliganj,Uttar Pradesh,,1,1,,
483222,Sihora,Madhya Pradesh,,1,1,,
524308,Atmakur-AP,Andhra Pradesh,,0,1,,
466665,Narsinghgarh,Madhya Pradesh,,0,1,,
791103,Boleng,Arunachal Pradesh,,0,1,,
721145,Kharagpur,West Bengal,,1,1,0,
605107,Pondicherry,Pondicherry,,0,1,,
524310,Udayagiri,Andhra Pradesh,,0,1,,
797111,Wokha,Nagaland,,0,1,,
202150,Aligarh,Uttar Pradesh,,0,1,,
828112,Dhanbad,Jharkhand,,0,1,,
524346,Nellore,Andhra Pradesh,,0,1,,
631301,Sholinghur,Tamil Nadu,,1,1,,
431603,Nanded,Maharashtra,,1,1,,
311013,Bhilwara,Rajasthan,,0,1,0,
221310,Gopiganj,Uttar Pradesh,,1,1,,
801111,Patna,Bihar,,1,1,,
700017,Kolkata,West Bengal,,0,1,0,
600084,Chennai,Tamil Nadu,,0,1,0,
389160,Dahod,Gujarat,,1,1,,
678684,Nenmara,Kerala,,1,1,,
341508,Makrana,Rajasthan,,0,1,,
222301,Lambhua,Uttar Pradesh,,1,1,,
828105,Dhanbad,Jharkhand,,0,1,,
503124,Yellareddy,Telangana,,1,1,,
754103,Jagatsinghpur,Orissa,,0,1,,
504295,Asifabad,Telangana,,1,1,,
734315,Labha,West Bengal,,1,1,,
148100,Barnala,Punjab,,0,1,,
521144,Vijayawada,Andhra Pradesh,,1,1,0,
764052,Balimela,Orissa,,0,1,,
816102,Barharwa,Jharkhand,,0,1,,
127309,Bhiwani,Haryana,,1,1,,
515159,Kadiri,Andhra Pradesh,,1,1,,
533236,Mandapeta,Andhra Pradesh,,1,1,,
608301,Lalpet,Tamil Nadu,,0,1,,
628306,Kovilpatti,Tamil Nadu,,1,1,0,
400011,Mumbai,Maharashtra,,0,1,0,
392310,Karjan,Gujarat,,1,1,,
604205,Gingee,Tamil Nadu,,0,1,,
691553,Adoor,Kerala,,0,1,,
688536,Alappuzha,Kerala,,1,1,,
752018,Nirakarpur,Orissa,,1,1,,
388210,Umreth,Gujarat,,1,1,,
581105,Dharwad,Karnataka,,0,1,,
600111,Chennai,Tamil Nadu,,0,1,0,
456776,Badnagar,Madhya Pradesh,,1,1,,
609109,Sirkazhi,Tamil Nadu,,1,1,,
759121,Angul,Orissa,,0,1,,
151503,Mansa,Punjab,,0,1,,
312606,Jawad,Madhya Pradesh,,0,1,,
500082,Hyderabad,Telangana,,0,1,0,
285202,Orai,Uttar Pradesh,,0,1,,
209506,Unnao,Uttar Pradesh,,0,1,,
795009,Imphal,Manipur,,1,1,,
614707,Pushpavanam,Tamil Nadu,,1,1,,
670315,Kannur,Kerala,,1,1,,
144202,Sri Hargobindpur,Punjab,,1,1,,
206125,Bakewar,Uttar Pradesh,,1,1,,
607204,Ulundurpet,Tamil Nadu,,1,1,,
425418,Navapur,Maharashtra,,1,1,,
768046,Kadobahal,Orissa,,0,1,0,
683501,Aluva,Kerala,,0,1,0,
273002,Gorakhpur,Uttar Pradesh,,0,1,0,
641604,Tirupur,Tamil Nadu,,0,1,0,
500097,Hyderabad,Telangana,,0,1,0,
624712,Oddanchatram,Tamil Nadu,,1,1,,
494229,Kondagaon,Chhattisgarh,,0,1,,
127022,Charkhi Dadri,Haryana,,1,1,,
229418,Kunda,Uttar Pradesh,,0,1,,
243503,Bareilly,Uttar Pradesh,,0,1,,
636705,Dharmapuri,Tamil Nadu,,1,1,,
534449,Dwaraka Tirumala,Andhra Pradesh,,0,1,,
530041,Visakhapatnam,Andhra Pradesh,,0,1,0,
443204,Jalna,Maharashtra,,1,1,,
604204,Chetpet,Tamil Nadu,,0,1,,
700020,Kolkata,West Bengal,,0,1,0,
583238,Koppal,Karnataka,,0,1,,
577120,Koppa-ka,Karnataka,,1,1,,
535532,Bobbili,Andhra Pradesh,,1,1,0,
466554,Hoshangabad,Madhya Pradesh,,0,1,,
764043,Jeypore,Orissa,,0,1,,
627008,Tirunelveli,Tamil Nadu,,0,1,,
562162,Bangalore,Karnataka,,0,1,0,
141119,Malerkotla,Punjab,,0,1,,
185152,Sunderbani,Jammu & Kashmir,,0,1,,
824120,Daudnagar,Bihar,,1,1,,
691517,Ayoor,Kerala,,1,1,0,
756021,Balasore,Orissa,,0,1,,
400087,Mumbai,Maharashtra,,0,1,0,
497448,Manendragarh,Chhattisgarh,,0,1,,
508285,Bhuvanagiri,Telangana,,1,1,,
272172,Khalilabad,Uttar Pradesh,,0,1,,
614715,Thiruthuraipoondi,Tamil Nadu,,1,1,,
831021,Jamshedpur,Jharkhand,,1,1,,
127307,Charkhi Dadri,Haryana,,0,1,,
562112,Bangalore,Karnataka,,1,1,,
382740,Ahmedabad,Gujarat,,1,1,0,
577589,Davangere,Karnataka,,0,1,,
520011,Vijayawada,Andhra Pradesh,,0,1,0,
628720,Kovilpatti,Tamil Nadu,,0,1,,
143534,Dinanagar,Punjab,,0,1,,
854303,Purnia,Bihar,,0,1,,
380038,Ahmedabad,Gujarat,,0,1,0,
743456,Taki,West Bengal,,1,1,,
413701,Shrigonda,Maharashtra,,1,1,,
641106,Coimbatore,Tamil Nadu,,1,1,,
630106,Karaikudi,Tamil Nadu,,0,1,,
508233,Kodad,Telangana,,1,1,,
515261,Hindupur,Andhra Pradesh,,1,1,,
691581,Kollam,Kerala,,0,1,,
560092,Bangalore,Karnataka,,0,1,0,
363427,Limbdi,Gujarat,,1,1,,
591254,Gokak,Karnataka,,1,1,,
613307,Thanjavur,Tamil Nadu,,1,1,0,
411030,Pune,Maharashtra,,0,1,0,
481105,Malanjkhand,Madhya Pradesh,,0,1,,
263160,Rudrapur,Uttarakhand,,0,1,,
389250,Jhalod,Gujarat,,0,1,,
363760,Viramgam,Gujarat,,0,1,0,
413226,Akkalkot,Maharashtra,,0,1,,
424201,Pachora,Maharashtra,,1,1,,
202396,Dibai,Uttar Pradesh,,0,1,,
794101,Tura,Meghalaya,,1,1,,
421102,Greater Thane,Maharashtra,,0,1,,
491881,Khairagarh,Chhattisgarh,,1,1,,
678507,Nenmara,Kerala,,0,1,,
384276,Unjha,Gujarat,,1,1,,
781002,Guwahati,Assam,,1,1,0,
636122,Salem,Tamil Nadu,,0,1,0,
788734,Hailakandi,Assam,,0,1,,
847402,Phulparas,Bihar,,1,1,,
700076,Kolkata,West Bengal,,0,1,0,
249403,Haridwar,Uttarakhand,,0,1,0,
614020,Thiruvarur,Tamil Nadu,,1,1,,
416308,AshtaSangli,Maharashtra,,1,1,,
110058,Delhi,Delhi,,0,1,0,
227116,Malihabad,Uttar Pradesh,,0,1,,
365620,Amreli,Gujarat,,0,1,,
500107,Hyderabad,Telangana,,0,1,0,
583279,Ilkal,Karnataka,,0,1,,
711106,Dankuni,West Bengal,,0,1,,
126116,Jind,Haryana,,0,1,,
470335,Banda-MP,Madhya Pradesh,,0,1,,
382721,Ahmedabad,Gujarat,,0,1,0,
829150,Ramgarh,Jharkhand,,0,1,,
262310,Tanakpur,Uttarakhand,,1,1,,
722206,Sonamukhi,West Bengal,,1,1,,
695305,Thiruvananthapuram,Kerala,,0,1,,
573164,Hassan,Karnataka,,0,1,,
723151,Hura,West Bengal,,1,1,,
271608,Gonda,Uttar Pradesh,,0,1,,
804424,Makhdumpur,Bihar,,1,1,,
522646,Vinukonda,Andhra Pradesh,,1,1,,
827015,Bokaro,Jharkhand,,1,1,,
233226,Ghazipur,Uttar Pradesh,,1,1,,
110071,Delhi,Delhi,,0,1,0,
176059,Palampur,Himachal Pradesh,,0,1,,
332025,Ramgarh-RJ,Rajasthan,,0,1,,
176097,Sujanpur,Himachal Pradesh,,0,1,,
454749,Dhar,Madhya Pradesh,,0,1,0,
501144,Tandur-TL,Telangana,,1,1,,
160048,Chandigarh,Chandigarh,,1,1,0,
491230,Bhanupratappur,Chhattisgarh,,0,1,,
363621,Wankaner,Gujarat,,0,1,,
110088,Delhi,Delhi,,0,1,0,
576244,Bhatkal,Karnataka,,1,1,,
486123,Raipur Karchulion,Madhya Pradesh,,0,1,,
416410,Sangli,Maharashtra,,1,1,,
741222,Ranaghat,West Bengal,,1,1,,
673514,Thalassery,Kerala,,0,1,0,
160014,Chandigarh,Chandigarh,,0,1,0,
492016,Raipur,Chhattisgarh,,1,1,,
145025,Pathankot,Punjab,,0,1,,
508377,Haliya,Telangana,,1,1,,
387110,Mahemdavad,Gujarat,,0,1,,
393050,Dediapada,Gujarat,,0,1,,
827006,Bokaro,Jharkhand,,0,1,,
327027,Ghatol,Rajasthan,,0,1,,
685537,Kumily,Kerala,,1,1,,
741181,Plassey,West Bengal,,1,1,,
607112,Neyveli,Tamil Nadu,,0,1,,
421101,Greater Thane,Maharashtra,,0,1,0,
500011,Hyderabad,Telangana,,0,1,0,
841247,Hajipur,Bihar,,0,1,,
121107,Hodal,Haryana,,1,1,,
227409,Amethi,Uttar Pradesh,,0,1,,
124501,Delhi,Delhi,,0,1,0,
466445,Hoshangabad,Madhya Pradesh,,0,1,,
680610,Thrissur,Kerala,,1,1,0,
722154,Mirzapur-WB,West Bengal,,1,1,,
212664,Ambuj Nagar,Uttar Pradesh,,1,1,,
281307,Hathras,Uttar Pradesh,,1,1,,
713386,Rupnarayanpur,West Bengal,,1,1,,
721142,Bagnan,West Bengal,,1,1,,
360590,Porbandar,Gujarat,,1,1,,
464665,Bareli,Madhya Pradesh,,0,1,,
395018,Surat,Gujarat,,1,1,0,
758016,Karanjia,Orissa,,1,1,,
522201,Tenali,Andhra Pradesh,,1,1,,
591219,Nipani,Karnataka,,0,1,,
600087,Chennai,Tamil Nadu,,0,1,0,
680505,Guruvayoor,Kerala,,1,1,,
636007,Salem,Tamil Nadu,,0,1,0,
533007,Kakinada,Andhra Pradesh,,1,1,,
854315,Purnia,Bihar,,1,1,,
678558,Palakkad,Kerala,,0,1,0,
641665,Tirupur,Tamil Nadu,,0,1,,
515672,Anantapur,Andhra Pradesh,,1,1,,
735224,Mainaguri,West Bengal,,1,1,,
607301,Cuddalore,Tamil Nadu,,1,1,,
713405,Nabadwip,West Bengal,,1,1,,
828206,Chirkunda,Jharkhand,,1,1,,
612503,Mayiladuthurai,Tamil Nadu,,0,1,,
626101,Aruppukkottai,Tamil Nadu,,1,1,,
802226,Bikramganj,Bihar,,0,1,,
141124,Ludhiana,Punjab,,1,1,,
591106,Kittur,Karnataka,,0,1,,
571421,Malavalli,Karnataka,,0,1,,
577303,Shimoga,Karnataka,,1,1,,
394530,Kadodara,Gujarat,,0,1,,
630214,Karaikudi,Tamil Nadu,,0,1,0,
814110,Dumka,Jharkhand,,0,1,,
734008,Siliguri,West Bengal,,0,1,0,
784182,BiswanathCH,Assam,,1,1,,
334404,Bikaner,Rajasthan,,0,1,0,
811303,Chakai,Bihar,,0,1,,
521183,Nandigama,Andhra Pradesh,,1,1,,
533446,Kathipudi,Andhra Pradesh,,0,1,,
743200,Barrackpore,West Bengal,,1,1,0,
755043,Jajpur,Orissa,,1,1,,
223103,Shahganj,Uttar Pradesh,,1,1,,
486008,Rewa,Madhya Pradesh,,1,1,,
509376,Achampet,Telangana,,0,1,,
122215,Gurgaon,Haryana,,0,1,0,
623501,Ramanathapuram,Tamil Nadu,,0,1,,
632001,Vellore,Tamil Nadu,,0,1,0,
587112,Ilkal,Karnataka,,1,1,,
753015,Cuttack,Orissa,,0,1,0,
335801,Pilibanga,Rajasthan,,0,1,,
700091,Kolkata,West Bengal,,0,1,0,
413113,Akluj,Maharashtra,,1,1,,
458667,Mandsaur,Madhya Pradesh,,0,1,,
835226,Simdega,Jharkhand,,0,1,,
505186,Karim Nagar,Telangana,,1,1,,
515414,Tadipatri,Andhra Pradesh,,1,1,,
691602,Kollam,Kerala,,0,1,,
303010,Phulera,Rajasthan,,1,1,0,
732126,Itahar,West Bengal,,1,1,,
144304,Begowal,Punjab,,0,1,,
441103,Katol,Maharashtra,,1,1,,
635601,Tiruppattur,Tamil Nadu,,0,1,,
493662,Gariyaband,Chhattisgarh,,0,1,,
690540,Kollam,Kerala,,0,1,,
764055,Jeypore,Orissa,,1,1,,
768029,Dunguripali,Orissa,,1,1,,
141412,Ludhiana,Punjab,,0,1,,
743427,Basirhat,West Bengal,,1,1,,
831035,Jamshedpur,Jharkhand,,0,1,,
822124,Bisrampur,Jharkhand,,1,1,,
142023,Jagraon,Punjab,,0,1,0,
491885,Khairagarh,Chhattisgarh,,1,1,,
712613,Khanakul,West Bengal,,0,1,,
110113,Delhi,Delhi,,0,1,0,
230126,Lalganj Ajhara,Uttar Pradesh,,1,1,,
122005,Gurgaon,Haryana,,0,1,0,
517004,Chittoor,Andhra Pradesh,,0,1,,
507306,Sathupally,Telangana,,1,1,,
275202,Dullahpur,Uttar Pradesh,,0,1,,
391220,Karjan,Gujarat,,1,1,,
562137,Channapatna,Karnataka,,0,1,0,
680724,Chalakudy,Kerala,,1,1,,
737126,Namchi,Sikkim,,0,1,,
110108,Delhi,Delhi,,0,1,0,
685533,Kumily,Kerala,,1,1,,
360515,Bhanvad,Gujarat,,1,1,,
678596,Karimba,Kerala,,0,1,,
273301,Kaptanganj,Uttar Pradesh,,0,1,,
752067,Puri,Orissa,,1,1,,
571801,Kollegala,Karnataka,,1,1,,
370427,Bhuj,Gujarat,,1,1,,
517167,Chittoor,Andhra Pradesh,,0,1,,
422008,Nashik,Maharashtra,,0,1,0,
852131,Supaul,Bihar,,0,1,,
623531,Ramanathapuram,Tamil Nadu,,0,1,,
444913,Warud,Maharashtra,,0,1,0,
505306,Koratla,Telangana,,0,1,,
671351,Parappa,Kerala,,0,1,,
799113,Agartala,Tripura,,1,1,,
144516,Nawanshahr,Punjab,,0,1,,
335027,PadampurRJ,Rajasthan,,0,1,,
741236,Chapra,West Bengal,,0,1,,
394651,Songadh,Gujarat,,1,1,,
686521,Kottayam,Kerala,,1,1,,
574233,Bantwal,Karnataka,,1,1,,
333707,Jhunjhunu,Rajasthan,,0,1,,
524306,Nellore,Andhra Pradesh,,0,1,,
639007,Karur,Tamil Nadu,,0,1,,
322218,Karauli,Rajasthan,,0,1,,
272161,Itava,Uttar Pradesh,,0,1,,
382727,Kadi,Gujarat,,0,1,0,
431109,Gangapur-MH,Maharashtra,,0,1,,
341001,Nagaur,Rajasthan,,0,1,,
841318,Hajipur,Bihar,,1,1,,
609106,Sirkazhi,Tamil Nadu,,1,1,,
516115,Rajampet,Andhra Pradesh,,1,1,,
523357,Giddalur,Andhra Pradesh,,1,1,,
415107,Rahimatpur,Maharashtra,,0,1,,
334006,Bikaner,Rajasthan,,0,1,,
522403,Narasaraopet,Andhra Pradesh,,0,1,,
281202,Vrindavan,Uttar Pradesh,,0,1,,
689519,Tiruvalla,Kerala,,1,1,0,
638104,Erode,Tamil Nadu,,0,1,,
788103,Pailapool,Assam,,1,1,,
262908,Nighasan,Uttar Pradesh,,0,1,,
628623,Tiruchendur,Tamil Nadu,,1,1,,
203135,Jewar,Uttar Pradesh,,1,1,0,
712221,Hooghly,West Bengal,,0,1,,
328040,Dholpur,Rajasthan,,,0,,
689595,Haripad,Kerala,,0,1,,
621215,Kulithalai,Tamil Nadu,,1,1,,
680656,Thrissur,Kerala,,0,1,,
606104,Ulundurpet,Tamil Nadu,,1,1,,
193109,Baramulla,Jammu & Kashmir,,1,1,,
786622,Naharkatia,Assam,,0,1,,
609606,Karaikal,Pondicherry,,1,1,,
504305,Salur,Andhra Pradesh,,,0,,
144040,Nakodar,Punjab,,0,1,,
473444,Mungaoli,Madhya Pradesh,,1,1,,
800016,Patna,Bihar,,0,1,0,
685508,Kattappana,Kerala,,1,1,,
523336,CumbumAP,Andhra Pradesh,,1,1,,
571114,Hunsur,Karnataka,,0,1,,
630554,Sivaganga,Tamil Nadu,,1,1,,
403707,Goa,Goa,,0,1,,
523169,Chirala,Andhra Pradesh,,1,1,,
396540,Vansda,Gujarat,,1,1,,
175042,Sarkaghat,Himachal Pradesh,,0,1,,
603211,Chennai,Tamil Nadu,,0,1,,
142051,Dharamkot,Punjab,,0,1,0,
231222,Anpara,Uttar Pradesh,,1,1,,
410211,Navi mumbai,Maharashtra,,0,1,0,
612501,Kumbakonam,Tamil Nadu,,0,1,,
221718,Ballia,Uttar Pradesh,,0,1,,
248201,Dehradun,Uttarakhand,,0,1,0,
581353,Karwar,Karnataka,,0,1,,
143005,Amritsar,Punjab,,0,1,0,
805107,Nawada,Bihar,,0,1,,
642117,Valparai,Tamil Nadu,,0,1,,
272105,Basti,Uttar Pradesh,,1,1,,
277502,Ballia,Uttar Pradesh,,0,1,,
723157,Raghunathpur,West Bengal,,0,1,,
302007,Jaipur,Rajasthan,,0,1,0,
576222,Kundapura,Karnataka,,0,1,,
843132,Muzaffarpur,Bihar,,0,1,,
695510,Neyyattinkara,Kerala,,1,1,,
742202,Dhulian,West Bengal,,1,1,,
222303,Lambhua,Uttar Pradesh,,1,1,,
758085,Kendujhar,Orissa,,1,1,,
603101,Chengalpattu,Tamil Nadu,,0,1,,
520015,Vijayawada,Andhra Pradesh,,0,1,0,
506166,Warangal,Telangana,,0,1,,
303906,Jaipur,Rajasthan,,0,1,,
845431,Motihari,Bihar,,0,1,,
678642,Akaloor,Kerala,,0,1,,
770038,Lahunipara,Orissa,,1,1,,
457550,Jaora,Madhya Pradesh,,0,1,,
788107,Pailapool,Assam,,1,1,,
621708,Perambalur,Tamil Nadu,,1,1,,
413402,Vairag,Maharashtra,,1,1,,
605702,Sankarapuram,Tamil Nadu,,1,1,,
670676,Thalassery,Kerala,,0,1,,
471525,Lavkush Nagar,Madhya Pradesh,,0,1,,
625572,Theni,Tamil Nadu,,0,1,,
796290,Ngopa,Mizoram,,0,1,,
380002,Ahmedabad,Gujarat,,0,1,0,
686519,Kottayam,Kerala,,0,1,,
324007,Kota,Rajasthan,,0,1,0,
686539,Kottayam,Kerala,,0,1,,
560043,Bangalore,Karnataka,,0,1,0,
824234,Gaya,Bihar,,0,1,,
686602,Kottayam,Kerala,,0,1,,
743710,Bongaon,West Bengal,,1,1,,
756056,Balasore,Orissa,,0,1,,
226011,Lucknow,Uttar Pradesh,,0,1,0,
383235,Khedbrahma,Gujarat,,1,1,,
303008,Dudu,Rajasthan,,1,1,0,
751002,Bhubaneshwar,Orissa,,0,1,0,
743348,Kakdwip,West Bengal,,1,1,,
271006,Gonda,Uttar Pradesh,,1,1,0,
391155,Bodeli,Gujarat,,0,1,,
518002,Kurnool,Andhra Pradesh,,0,1,,
835234,Khunti,Jharkhand,,0,1,,
411208,Pune,Maharashtra,,0,1,,
577522,Challakere,Karnataka,,0,1,,
623006,Karaikudi,Tamil Nadu,,0,1,,
622503,Karaikudi,Tamil Nadu,,0,1,,
711304,Dankuni,West Bengal,,1,1,,
680661,Thrissur,Kerala,,0,1,,
576215,Manipal,Karnataka,,0,1,,
474006,Gwalior,Madhya Pradesh,,0,1,0,
507135,Nellipaka,Andhra Pradesh,,0,1,0,
637002,Namakkal,Tamil Nadu,,1,1,,
816104,Pakur,Jharkhand,,1,1,,
691005,Kollam,Kerala,,0,1,0,
606705,Uthangarai,Tamil Nadu,,1,1,,
522401,Guntur,Andhra Pradesh,,0,1,,
711105,Howrah,West Bengal,,0,1,,
271836,Kunda,Uttar Pradesh,,,0,,
209293,Kanpur,Uttar Pradesh,,0,1,0,
686561,Kottayam,Kerala,,0,1,,
627353,Tirunelveli,Tamil Nadu,,0,1,,
785641,Golaghat,Assam,,1,1,,
283152,Etah,Uttar Pradesh,,1,1,,
762112,G. Udayagiri,Orissa,,0,1,,
851204,Khagaria,Bihar,,1,1,,
401703,Dahanu,Maharashtra,,0,1,0,
852108,Supaul,Bihar,,1,1,,
743288,Joypul,West Bengal,,0,1,0,
801306,Hilsa,Bihar,,0,1,,
515832,Uravakonda,Andhra Pradesh,,1,1,,
614626,Pattukkottai,Tamil Nadu,,1,1,,
679324,Malappuram,Kerala,,1,1,,
759026,Kamakhyanagar,Orissa,,1,1,,
382625,Ahmedabad,Gujarat,,0,1,0,
334402,Bikaner,Rajasthan,,0,1,,
756144,Bhadrak,Orissa,,0,1,,
451771,Pipariya,Madhya Pradesh,,0,1,,
303301,Bassi,Rajasthan,,1,1,,
581117,Gadag,Karnataka,,0,1,,
524406,Gudur,Andhra Pradesh,,1,1,,
577512,Davangere,Karnataka,,0,1,,
182117,Udhampur,Jammu & Kashmir,,0,1,,
125102,Ellenabad,Haryana,,1,1,,
802132,Nuaon,Bihar,,0,1,,
500095,Hyderabad,Telangana,,0,1,0,
160064,Mohali,Punjab,,0,1,0,
271129,Ayodhya,Uttar Pradesh,,1,1,,
781311,Sarthebari,Assam,,1,1,,
788719,Karimganj,Assam,,1,1,,
509357,Amangal,Telangana,,0,1,,
456331,Nagda,Madhya Pradesh,,1,1,,
147104,Sirhind-Fategarh,Punjab,,1,1,0,
143406,Tarn Taran Sahib,Punjab,,0,1,,
591139,Belgaum,Karnataka,,1,1,,
641687,Tirupur,Tamil Nadu,,1,1,0,
486223,Sohagi,Madhya Pradesh,,0,1,,
522307,Guntur,Andhra Pradesh,,1,1,,
781017,Guwahati,Assam,,0,1,0,
625051,Madurai,Tamil Nadu,,0,1,,
533345,Mandapeta,Andhra Pradesh,,1,1,,
517432,Palamaner,Andhra Pradesh,,0,1,,
682009,Aluva,Kerala,,0,1,0,
600110,Chennai,Tamil Nadu,,0,1,0,
561213,Gauribidanur,Karnataka,,1,1,,
496005,Raigarh,Chhattisgarh,,1,1,,
627422,Ambasamudram,Tamil Nadu,,1,1,,
734227,Darjeeling,West Bengal,,1,1,,
680022,Thrissur,Kerala,,0,1,0,
144015,Jalandhar,Punjab,,1,1,0,
